-0.6678	-0.2576	0.6983
-0.3295	0.6369	0.6970
-0.4718	0.5523	0.6873
0.3629	-0.6293	0.6872
-0.1797	0.7041	0.6870
-0.5955	0.4281	0.6798
-0.3895	-0.6261	0.6755
-0.5240	-0.5250	0.6707
0.3996	0.6268	0.6689
-0.2411	-0.7065	0.6653
-0.0252	0.7563	0.6538
0.5361	0.5356	0.6525
0.2250	-0.7246	0.6515
0.2532	0.7159	0.6506
0.7446	0.1511	0.6501
-0.7447	0.1701	0.6453
-0.0823	-0.7635	0.6405
-0.6999	0.3224	0.6374
-0.7709	0.0141	0.6368
-0.6546	-0.4132	0.6330
0.7083	-0.3253	0.6265
0.6561	0.4299	0.6203
0.6221	-0.4781	0.6200
0.7713	-0.1586	0.6164
-0.7773	-0.1425	0.6128
0.5141	-0.6139	0.5990
0.0822	-0.7973	0.5980
0.1335	0.7939	0.5931
0.8148	0.0143	0.5796
-0.3240	0.7489	0.5781
-0.4689	0.6694	0.5762
0.7572	0.3114	0.5741
-0.6000	0.5605	0.5708
-0.7671	-0.2968	0.5688
0.3865	-0.7279	0.5663
-0.1729	0.8101	0.5602
-0.5002	-0.6630	0.5570
0.3686	0.7471	0.5532
-0.3616	-0.7508	0.5528
-0.6260	-0.5558	0.5469
0.5126	0.6663	0.5416
-0.7144	0.4494	0.5364
-0.2125	-0.8168	0.5363
-0.0203	0.8534	0.5208
0.2474	-0.8171	0.5207
-0.8447	0.1403	0.5165
-0.8034	0.2981	0.5155
0.6395	0.5707	0.5151
0.8376	0.1829	0.5148
-0.0566	-0.8603	0.5066
0.8109	-0.2937	0.5061
0.7384	-0.4478	0.5042
-0.8643	-0.0198	0.5025
0.8607	-0.1274	0.4930
-0.7492	-0.4432	0.4922
0.6442	-0.5873	0.4899
0.7487	0.4613	0.4761
-0.8626	-0.1800	0.4728
0.2821	0.8392	0.4650
0.5301	-0.7094	0.4644
0.1035	-0.8809	0.4619
0.1300	0.8775	0.4616
-0.4490	0.7716	0.4505
-0.5894	0.6723	0.4480
-0.2971	0.8456	0.4435
0.8953	0.0469	0.4429
0.3983	-0.8108	0.4288
0.8385	0.3410	0.4250
0.4544	0.7848	0.4215
-0.7110	0.5631	0.4212
-0.4720	-0.7746	0.4210
-0.8412	-0.3394	0.4209
-0.6009	-0.6797	0.4206
-0.1396	0.8997	0.4137
-0.3312	-0.8496	0.4104
-0.7165	-0.5673	0.4060
-0.8124	0.4252	0.3990
0.5959	0.6979	0.3973
-0.1827	-0.9032	0.3883
-0.8846	0.2708	0.3797
-0.9203	0.1115	0.3750
0.8320	-0.4124	0.3712
0.2586	-0.8919	0.3709
0.8923	-0.2582	0.3704
0.9073	0.2125	0.3630
0.7179	0.5943	0.3625
0.7498	-0.5542	0.3616
0.0169	0.9325	0.3609
0.9295	-0.0933	0.3569
-0.9331	-0.0491	0.3561
-0.0297	-0.9343	0.3551
0.6469	-0.6813	0.3426
0.2021	0.9235	0.3261
-0.9235	-0.2076	0.3227
0.3663	0.8748	0.3172
-0.5602	0.7656	0.3163
0.8202	0.4769	0.3159
0.5242	-0.7913	0.3148
-0.4111	0.8559	0.3137
0.1253	-0.9424	0.3101
-0.8115	-0.5000	0.3026
-0.2539	0.9209	0.2959
-0.6897	0.6617	0.2942
0.9534	0.0785	0.2912
-0.5796	-0.7660	0.2779
0.3817	-0.8817	0.2772
-0.8897	-0.3634	0.2765
0.5251	0.8052	0.2755
-0.7053	-0.6542	0.2731
-0.4398	-0.8557	0.2726
-0.8004	0.5340	0.2725
0.9012	0.3485	0.2578
-0.2893	-0.9226	0.2551
-0.8868	0.3877	0.2514
-0.0982	0.9630	0.2509
0.6610	0.7101	0.2424
-0.9451	0.2278	0.2344
-0.1315	-0.9652	0.2261
0.9029	-0.3668	0.2242
-0.9725	0.0638	0.2241
0.9512	-0.2151	0.2212
0.8323	-0.5095	0.2183
0.0864	0.9722	0.2175
0.9763	-0.0580	0.2086
0.7409	-0.6397	0.2043
0.7765	0.5975	0.1999
-0.9748	-0.1025	0.1982
0.9589	0.2115	0.1892
0.2788	0.9418	0.1878
0.0318	-0.9818	0.1874
0.6304	-0.7543	0.1833
0.2161	-0.9590	0.1832
-0.5126	0.8400	0.1780
-0.3572	0.9193	0.1650
-0.9498	-0.2687	0.1605
-0.6485	0.7444	0.1591
0.4353	0.8863	0.1582
0.5029	-0.8502	0.1558
-0.7918	-0.5917	0.1517
0.8699	0.4711	0.1459
-0.8811	-0.4502	0.1447
-0.7668	0.6269	0.1380
-0.6745	-0.7266	0.1311
-0.5406	-0.8311	0.1304
0.3579	-0.9248	0.1291
-0.2148	0.9682	0.1281
0.5803	0.8057	0.1190
-0.3921	-0.9122	0.1189
-0.8639	0.4898	0.1176
0.9915	0.0661	0.1120
-0.0325	0.9939	0.1057
-0.9364	0.3368	0.0986
-0.2328	-0.9679	0.0950
-0.9814	0.1733	0.0832
0.9392	0.3335	0.0814
0.7077	0.7019	0.0803
0.1667	0.9829	0.0786
0.9563	-0.2835	0.0708
-0.9976	0.0054	0.0693
0.8963	-0.4379	0.0692
0.9907	-0.1206	0.0634
-0.0656	-0.9959	0.0620
0.8127	-0.5798	0.0588
0.1161	-0.9922	0.0456
0.7073	-0.7057	0.0411
-0.9850	-0.1682	0.0397
-0.4401	0.8972	0.0361
0.8137	0.5805	0.0309
0.3312	0.9431	0.0296
-0.9353	-0.3531	0.0225
-0.5825	0.8126	0.0200
0.5827	-0.8125	0.0167
0.9827	0.1849	0.0097
-0.8528	-0.5223	0.0046
0.2712	-0.9625	0.0017
-0.7083	0.7059	-0.0005
-0.7528	-0.6582	-0.0018
0.4794	0.8776	-0.0061
0.4407	-0.8976	-0.0084
-0.1532	0.9881	-0.0111
-0.6271	-0.7788	-0.0165
-0.8155	0.5784	-0.0203
-0.4876	-0.8728	-0.0208
0.8951	0.4450	-0.0291
0.0510	0.9982	-0.0299
-0.3315	-0.9427	-0.0369
-0.3132	0.9490	-0.0371
-0.9003	0.4335	-0.0391
0.9991	0.0061	-0.0415
0.6146	0.7877	-0.0420
-0.9596	0.2755	-0.0565
-0.1630	-0.9845	-0.0645
-0.9915	0.1099	-0.0704
0.9363	-0.3424	-0.0783
0.9803	-0.1798	-0.0824
-0.9947	-0.0608	-0.0829
0.8639	-0.4965	-0.0847
0.7328	0.6751	-0.0850
0.0174	-0.9961	-0.0863
0.2109	0.9736	-0.0872
0.9500	0.2969	-0.0963
0.7659	-0.6352	-0.0993
-0.9634	-0.2484	-0.1007
-0.4775	0.8713	-0.1134
-0.8983	-0.4226	-0.1200
0.6455	-0.7541	-0.1208
0.1800	-0.9754	-0.1276
0.3618	0.9224	-0.1351
-0.6179	0.7743	-0.1365
-0.0646	0.9881	-0.1395
0.8269	0.5446	-0.1401
-0.8084	-0.5703	-0.1455
0.3498	-0.9254	-0.1459
0.5081	-0.8487	-0.1471
0.9805	0.1271	-0.1499
-0.6968	-0.7006	-0.1535
-0.7387	0.6556	-0.1569
-0.5665	-0.8066	-0.1686
0.5012	0.8483	-0.1710
-0.4229	-0.8898	-0.1716
-0.2220	0.9591	-0.1758
-0.8370	0.5180	-0.1762
-0.2585	-0.9472	-0.1899
0.9803	-0.0529	-0.1905
-0.9103	0.3657	-0.1941
0.6280	0.7514	-0.2024
0.0836	0.9757	-0.2027
0.8937	0.3999	-0.2034
-0.9560	0.2040	-0.2110
-0.0802	-0.9738	-0.2130
-0.3637	0.9057	-0.2178
-0.9656	-0.1359	-0.2216
-0.9743	0.0382	-0.2219
0.8922	-0.3923	-0.2240
0.9451	-0.2332	-0.2287
0.8059	-0.5436	-0.2346
-0.9169	-0.3161	-0.2438
0.7354	0.6299	-0.2498
0.6924	-0.6756	-0.2532
0.0841	-0.9635	-0.2542
0.2298	0.9392	-0.2553
0.9355	0.2397	-0.2597
-0.5070	0.8196	-0.2669
-0.8438	-0.4600	-0.2764
0.2535	-0.9263	-0.2786
0.5613	-0.7779	-0.2826
-0.6376	0.7145	-0.2881
-0.7418	-0.6045	-0.2903
0.4131	-0.8630	-0.2908
-0.0816	0.9525	-0.2935
0.3701	0.8796	-0.2990
0.9505	0.0679	-0.3031
-0.7488	0.5866	-0.3084
-0.6243	-0.7176	-0.3088
0.8145	0.4909	-0.3094
-0.3461	-0.8831	-0.3169
-0.4913	-0.8100	-0.3202
-0.8356	0.4411	-0.3274
0.5010	0.7990	-0.3325
-0.1739	-0.9262	-0.3346
0.9358	-0.1057	-0.3362
-0.2337	0.9110	-0.3397
-0.8938	0.2849	-0.3464
-0.9113	-0.2034	-0.3580
0.6205	0.6976	-0.3581
0.0700	0.9305	-0.3596
0.8254	-0.4321	-0.3634
-0.9229	0.1255	-0.3641
-0.9305	-0.0372	-0.3643
0.8645	0.3416	-0.3687
0.8844	-0.2801	-0.3733
-0.0130	-0.9258	-0.3777
0.7226	-0.5787	-0.3780
-0.3778	0.8449	-0.3787
0.1541	-0.9013	-0.4049
-0.8479	-0.3352	-0.4108
0.7138	0.5671	-0.4111
0.5993	-0.6865	-0.4118
0.2163	0.8852	-0.4120
-0.7653	-0.4936	-0.4130
0.8925	0.1787	-0.4141
-0.5136	0.7508	-0.4153
0.3116	-0.8492	-0.4264
0.4609	-0.7767	-0.4293
-0.6371	0.6382	-0.4323
-0.0816	0.8927	-0.4432
-0.6562	-0.6102	-0.4439
-0.7387	0.4999	-0.4522
0.8917	0.0140	-0.4524
-0.2603	-0.8526	-0.4530
0.3539	0.8176	-0.4542
-0.5347	-0.7084	-0.4607
-0.4012	-0.7884	-0.4664
-0.8096	0.3466	-0.4737
0.8669	-0.1530	-0.4745
0.7682	0.4285	-0.4757
0.4797	0.7306	-0.4859
-0.2328	0.8402	-0.4897
-0.8605	-0.1397	-0.4899
0.7368	-0.4636	-0.4922
-0.1108	-0.8611	-0.4962
-0.8461	0.1896	-0.4982
-0.8627	0.0275	-0.5050
0.5919	0.6276	-0.5057
0.0729	0.8570	-0.5101
0.7947	-0.3212	-0.5150
0.8078	0.2754	-0.5212
0.0548	-0.8501	-0.5238
-0.3737	0.7644	-0.5254
-0.7562	-0.3847	-0.5293
0.6228	-0.5743	-0.5314
0.2081	-0.8069	-0.5528
-0.5037	0.6633	-0.5535
0.4943	-0.6669	-0.5577
0.2214	0.7974	-0.5614
0.8166	0.1209	-0.5643
0.3551	-0.7450	-0.5647
-0.6200	0.5443	-0.5652
-0.6525	-0.5009	-0.5687
0.6487	0.5007	-0.5732
-0.7809	-0.2381	-0.5775
-0.0805	0.8090	-0.5823
-0.7047	0.3970	-0.5880
-0.2500	-0.7685	-0.5891
-0.5338	-0.6042	-0.5915
0.8043	-0.0352	-0.5932
-0.3997	-0.6934	-0.5996
0.3628	0.7122	-0.6009
0.7754	-0.1934	-0.6011
-0.7462	0.2444	-0.6192
0.6570	-0.4263	-0.6218
0.7009	0.3494	-0.6218
-0.0592	-0.7796	-0.6235
-0.7778	-0.0750	-0.6241
-0.2250	0.7450	-0.6280
0.4929	0.6011	-0.6291
-0.7697	0.0865	-0.6325
0.0666	0.7606	-0.6458
-0.3607	0.6612	-0.6578
-0.6678	-0.3411	-0.6615
0.0977	-0.7421	-0.6631
0.5284	-0.5277	-0.6651
0.7153	0.1971	-0.6704
-0.4832	0.5524	-0.6792
0.6754	-0.2850	-0.6801
0.2476	-0.6860	-0.6842
0.3917	-0.6143	-0.6850
-0.5808	0.4346	-0.6883
0.2076	0.6926	-0.6908
0.5753	0.4308	-0.6953
-0.5565	-0.4500	-0.6985
-0.1637	-0.6940	-0.7011
0.7085	0.0422	-0.7044
-0.0791	0.6984	-0.7114
-0.6777	-0.1852	-0.7116
-0.4347	-0.5467	-0.7156
-0.3030	-0.6285	-0.7163
0.6870	-0.1168	-0.7172
0.3340	0.6039	-0.7237
-0.6253	0.2879	-0.7253
-0.6689	-0.0252	-0.7429
0.4455	0.4978	-0.7441
-0.6544	0.1336	-0.7442
0.5486	-0.3762	-0.7466
-0.2219	0.6222	-0.7508
-0.0144	-0.6566	-0.7541
0.5961	0.2755	-0.7542
0.0689	0.6364	-0.7683
-0.3609	0.5253	-0.7706
-0.5569	-0.2901	-0.7782
0.4165	-0.4655	-0.7809
0.1331	-0.6068	-0.7836
0.2774	-0.5427	-0.7928
-0.4814	0.3712	-0.7940
0.5679	-0.2141	-0.7947
0.5945	0.1179	-0.7954
-0.1566	-0.5674	-0.8084
-0.4337	-0.3969	-0.8090
0.2006	0.5504	-0.8104
0.5790	-0.0442	-0.8141
0.4621	0.3482	-0.8156
-0.3000	-0.4890	-0.8191
-0.0694	0.5664	-0.8212
-0.5548	-0.1288	-0.8220
-0.5203	0.2043	-0.8292
0.3207	0.4457	-0.8358
-0.5420	0.0376	-0.8396
0.4330	-0.3042	-0.8485
-0.2054	0.4855	-0.8498
-0.3395	0.3936	-0.8543
-0.0039	-0.5181	-0.8553
0.4658	0.1929	-0.8636
-0.4262	-0.2384	-0.8726
0.0638	0.4833	-0.8732
0.2926	-0.3871	-0.8744
0.1465	-0.4589	-0.8763
0.4473	-0.1381	-0.8836
0.4562	0.0310	-0.8893
-0.1492	-0.4257	-0.8925
-0.3776	0.2437	-0.8933
-0.2919	-0.3375	-0.8949
0.3272	0.2853	-0.9009
0.1880	0.3829	-0.9045
-0.4179	-0.0767	-0.9052
-0.0748	0.4043	-0.9116
-0.4018	0.0854	-0.9117
-0.2152	0.3164	-0.9239
0.3047	-0.2224	-0.9261
0.0052	-0.3670	-0.9302
0.3240	0.1192	-0.9385
0.1573	-0.2998	-0.9409
-0.2811	-0.1769	-0.9432
0.3164	-0.0530	-0.9471
0.0507	0.3085	-0.9499
-0.1394	-0.2716	-0.9523
-0.2479	0.1528	-0.9567
0.1867	0.2129	-0.9591
-0.2680	-0.0127	-0.9633
-0.0905	0.2260	-0.9699
0.1684	-0.1327	-0.9767
0.0158	-0.2059	-0.9785
0.1807	0.0386	-0.9828
-0.1273	-0.1090	-0.9859
0.0432	0.1323	-0.9903
-0.1121	0.0577	-0.9920
0.0284	-0.0382	-0.9989
